name,total
"Alma KesslerDibbert",9
"Kim Lang PhDKiehn",8
"Rose CartwrightHayes",5
"Edmund WildermanHarris",7
"Mrs. Glenda StarkCollins",7
"Phillip FeilWilliamson",4
"Dustin MaggioSchimmel",4
"Lynne SauerDeckow",6
"Carrie BahringerLind",6
"Alfonso BuckridgeKunde",9
"Rosemary ZboncakSchuppe",7
"Ms. Robyn SchambergerKris",2
"Cody DickensWalker",6
"Miss Bernadette JacobiGoodwin",6
"Rudy Padberg PhDBeahan",9
"Alfredo SmithamPredovic",5
"Jackie FlatleyRuecker",6
"Laura JakubowskiSwaniawski",6
"Melinda BotsfordHayes",6
"Robin CummerataDietrich",3
"Shelly Balistreri DDSKoss",6
"Mattie LindBergstrom",3
"Josephine SpencerBlock",6
"Christopher CummerataJacobi",3
"Cecil GleichnerTillman",6
"Calvin RueckerJakubowski",6
"Tomas BreitenbergWill",5
"Yolanda BotsfordSchoen",3
"Domingo HerzogHalvorson",6
"Willie RyanToy",7
"Genevieve SchroederKreiger",1
"May BergstromSchulist",9
"Evan ManteAufderhar",2
"Willie MarquardtRutherford",9
"Jessie WisokyMorar",4
"Adam SchimmelRunte",9
"Andres FritschSchumm",7
"Morris CruickshankJast",7
"Carlos NikolausGreenholt",8
"Mindy Simonis MDSchulist",4
"Vanessa RoweKuhic",7
"Simon Conroy IIKshlerin",9
"Miss Lynette SchulistNader",4
"Terrence HarrisBechtelar",7
"Camille GottliebBorer",9
"Velma ToyCummerata",6
"Clayton Emard Sr.Hintz",6
"Mrs. Eddie RaynorRuecker",8
"Beatrice ZboncakTreutel",9
"Erick Sipes IVKeeling",8
"Paul HerzogReynolds",4
"Mrs. Tricia BartonSchaefer",10
"Alejandro JaskolskiGerhold",5
"Arthur RusselCrooks",11
"Grace KesslerHaag",4
"Marian WolffGorczany",4
"Brandon AndersonWill",11
"Jean SmithStreich",5
"Dr. Vicki DachDoyle",5
"Bill AbshireHeathcote",5
"Edmund ParkerPfeffer",7
"Mrs. Louis CassinBlanda",10
"Kristin Casper IILowe",11
"Bradley Spencer IRatke",3
"Dana HickleZulauf",9
"Lance LakinYost",6
"Percy RusselEffertz",8
"Anne FeestKeeling",5
"Cindy Conn IIICarter",3
"Micheal Mohr VRutherford",4
"Delbert FadelFlatley",6
"Mandy GoodwinLarson",4
"Irene RueckerKeeling",8
"Tyler KulasShanahan",5
"Nick Schowalter IIGleason",8
"Drew FarrellKeebler",8
"Cody Kris DVMWill",10
"Johnnie JonesBergstrom",4
"Harvey PacochaKovacek",6
"Esther RohanDaniel",5
"Delbert BrownNicolas",6
"Timothy HilpertSipes",6
"Alexander Witting DVMGrady",6
"Margarita WunschGutkowski",7
"Virginia WilkinsonDouglas",3
"Marion BeckerCarroll",9
"Brad LoweChristiansen",8
"Elias StokesDoyle",5
"Troy BoscoWintheiser",5
"Rick ConroyReinger",5
"Peggy KundeMayert",4
"Harriet PadbergLedner",4
"Margaret VonRuedenKutch",6
"Irving Leuschke IMcClure",8
"Jesse HayesGoyette",6
"Miss Johnny EmardLind",6
"John LabadieLittle",7
"Steven JohnsonKeebler",5
"Terence DavisDaugherty",5
"Johnnie McClure IJast",8
"Vicki BergeTremblay",3
"Gayle TurnerMcGlynn",5
"Curtis JohnstonWehner",9
"Keith DonnellyRau",11
"Terry HandFeest",6
"Velma ManteCarter",6
"Ramiro Lockman IBins",4
"Caleb WizaHirthe",9
"Bradley VeumSatterfield",7
"Marianne GrantPurdy",4
"Eduardo MarksWolff",8
"Josh DanielMoen",11
"Maryann MurrayThompson",7
"Owen ConnHowe",9
"Paula ReingerDickens",10
"Viola O'Connell IHills",2
"Kristin RunolfsdottirMacGyver",7
"Angelina RitchieMarvin",14
"Phil SchneiderBraun",3
"Elmer WehnerDuBuque",9
"Ms. Keith HamillCorwin",3
"Rosa HalvorsonReichert",7
"Isabel StrackeQuitzon",5
"Dwayne Cruickshank IIHarris",5
"Jaime DouglasSchulist",8
"Lester HermistonSwift",5
"Timmy RippinKeebler",14
"Donald NienowWaelchi",6
"Garrett LubowitzBauch",5
"Neil Breitenberg IOndricka",6
"Mrs. Martha KunzeRaynor",7
"Ms. Emilio WolfRoob",5
"Shawna EmmerichGulgowski",5
"Ms. Kristen KerlukeMedhurst",8
"Cecil KoelpinSchimmel",5
"Heidi LittleBecker",9
"Isabel LittleDurgan",8
"Pete KundeRohan",5
"Joshua Casper Jr.Metz",7
"Trevor Lueilwitz Jr.Ritchie",5
"Lydia ReingerKoss",6
"Kathleen RippinGerlach",2
"Helen OrtizSchamberger",4
"Sharon StrackeUpton",9
"Ricardo SauerKlocko",6
"Bridget ZiemeLuettgen",3
"Todd CreminLebsack",2
"Bob StantonCorkery",14
"Felicia KuphalGoldner",10
"Michelle AltenwerthRenner",7
"Dora HellerHarris",2
"Shelia BreitenbergWest",5
"Lindsey Fisher PhDGulgowski",7
"Mamie WhiteBaumbach",4
"Shelia KozeyVandervort",4
"Donald BoyerSipes",7
"Darren BeierRitchie",4
"John ZboncakWard",8
"Stacey NitzscheNienow",7
"Jackie OkunevaDibbert",7
"Bradford WehnerFranecki",9
"Miss Leslie DachReichel",7
"Angelica Zieme MDWeber",6
"Shannon ProhaskaBins",5
"Abraham TillmanLehner",4
"Katrina HermanRussel",8
"Diana AbshireGusikowski",4
"Mrs. Bethany BernhardWisozk",4
"Allison GleichnerAltenwerth",3
"Santiago DachSpencer",4
"Christina MillerTorphy",5
"Jaime FarrellStanton",3
"Ginger MurrayGrady",4
"Rebecca Von PhDRunte",7
"Nathan MurraySwift",3
"Suzanne Grady PhDFrami",5
"Perry BotsfordWindler",4
"Mr. Becky VolkmanDach",8
"Jason Gleason IJacobson",8
"Jose Nitzsche Sr.Lebsack",8
"Dave ChamplinKoepp",5
"Felicia WilkinsonQuigley",6
"Sylvia AltenwerthBeatty",4
"Bert WardSchinner",7
"Christopher LueilwitzBlock",5
"Ramona MurphyWolf",4
"Steve BrownMuller",6
"Lance KilbackJohnson",6
"Katrina MosciskiKovacek",7
"Gloria BraunBuckridge",3
"Nicole MayerCorkery",6
"Dave FayBernhard",5
"Jeremiah BayerKohler",3
"Alexandra NitzscheWindler",5
"Jeff TurnerGrant",4
"Mercedes PollichHegmann",7
"Lonnie SchultzCummerata",7
"Wilfred LittelNienow",6
"Nick GrahamBlanda",5
"Gina Murphy IIProhaska",6
"Kim HarberJohnson",4
"Lonnie MarksReinger",5
"Gilberto Bauch DDSHessel",7
"Willard PaucekBahringer",5
"Nicole Wyman VRobel",6
"Agnes ParkerReilly",3
"Sandy DurganBins",8
"Garrett StiedemannWiegand",5
"Virginia SchadenShields",6
"Mrs. Warren GreenfelderRaynor",7
"Sean CassinMiller",8
"Shannon NicolasLarson",4
"Gwen LindgrenMante",7
"Dean KreigerBrekke",3
"Shane MarquardtLabadie",8
"Jorge O'ReillyHarvey",9
"Santos HaagDare",4
"Jasmine BeahanMraz",6
"Guillermo MacGyverRutherford",4
"Phil RennerKoepp",5
"Dominic McDermottBode",6
"Heather RogahnKirlin",5
"Sadie OsinskiSchroeder",4
"Priscilla BoyerO'Connell",8
"Jo KozeyZiemann",6
"Marty KutchFay",5
"Grace DonnellyMayert",7
"Curtis KrajcikReilly",7
"Mr. Jim ReynoldsGlover",8
"Vickie BoyleLabadie",4
"Russell FeestCremin",6
"Ernest CummingsPredovic",4
"Clyde MohrHilpert",4
"Kristine BeierWhite",7
"Laurie KuvalisHerman",7
"Nathaniel O'KeefeWhite",7
"Leland Trantow DVMSpinka",10
"Cora KlingJones",5
"Aubrey MullerErdman",9
"Guadalupe Kerluke IVWeimann",5
"Orville SatterfieldMcLaughlin",5
"Jorge KulasLynch",4
"Ms. Kristin McLaughlinGerlach",8
"Dr. Jaime RathWunsch",7
"Mr. Jan ArmstrongJacobs",10
"Julius Kris DDSLeuschke",2
"Sara SauerKihn",5
"Norman SchultzStrosin",8
"Ted ReillyTowne",2
"Ignacio Bins VWeimann",10
"Emma KesslerJacobson",10
"Alberto BaumbachD'Amore",7
"Cecilia DanielNicolas",6
"Ernesto ErnserHirthe",7
"Jane NolanGulgowski",5
"Jimmie QuigleyPadberg",8
"Melinda Mayer INader",3
"Moses LangoshO'Reilly",8
"Ervin KeelingLeannon",5
"Madeline WestNienow",6
"Sammy Moen Jr.Davis",3
"Abraham Schowalter Sr.Nicolas",11
"Jamie TremblayHermiston",11
"Ms. Rene DachWeimann",10
"Leah BlickStamm",5
"Sarah MoenErdman",6
"Shane TreutelKulas",8
"Lisa FeeneyJerde",10
"Jackie HoppeHeathcote",9
"Heidi WolffWuckert",7
"Cameron TillmanOsinski",2
"Grady Borer IIRuecker",3
"Rogelio GottliebOndricka",5
"Johnathan HammesBartell",10
"Kurt RohanBeahan",4
"Maurice Cormier IVBeier",6
"Alejandro ConsidineStrosin",5
"Lyle CummingsRice",4
"Carla Christiansen IVKrajcik",6
"Roberto Bahringer IIIEmmerich",5
"Andre GrahamUpton",7
"June LegrosOrn",6
"Cecelia WeberCruickshank",4
"Brandi O'HaraSchoen",6
"Nichole Leannon DVMTowne",4
"Sarah BayerJohnson",2
"Darryl TerrySchmeler",2
"Yvette MacejkovicDare",4
"Jana LoweLindgren",8
"Gladys BeahanRoberts",10
"Ramiro MillerKuhic",7
"Felix HarrisReichel",5
"Brent HauckBosco",4
"Jamie DickiBernier",3
"Paulette Douglas PhDBeer",7
"Fernando TorphyMiller",4
"Cecil Toy IBernier",7
"Jamie JacobiJacobson",2
"Doreen AnkundingDaugherty",9
"Jeanette BatzHermiston",7
"Harold AbernathyDickinson",4
"Cary KihnSauer",9
"Bernadette Will DDSSmitham",5
"Alberta GleasonRobel",4
"Kimberly CarrollRippin",9
"Laura HomenickPouros",8
"Mildred Wisozk VRolfson",7
"Audrey VonPouros",7
"Curtis CroninMiller",3
"Lauren NicolasBins",9
"Samantha BashirianSchulist",7
"Edwin CassinPagac",11
"Chad RusselMarks",12
"Jody SauerBeatty",2
"Shari WintheiserHills",5
"Lionel Hartmann IVHuels",7
"Casey BoyleKub",4
"Carrie LeschWelch",4
"Jody MacGyverBaumbach",5
"Belinda BergeLeffler",2
"Mitchell SchmelerWintheiser",6
"Jay GorczanyWyman",6
"Sandra GradyKozey",4
"Shawn WeberGleason",9
"Roberto LegrosRogahn",5
"Leon BeattyYost",5
"Mrs. Edmond MertzSwift",6
"Daniel Leannon MDZiemann",4
"George McGlynnRomaguera",7
"Miss Andre DonnellyCronin",5
"Sarah ErnserMills",4
"Rosemary Keeling Jr.Morar",5
"Doyle Moore MDKerluke",6
"Latoya ConnellyKoepp",5
"Joel StammHeller",5
"Michele OberbrunnerRunolfsdottir",7
"Julian KeeblerFritsch",2
"Dr. Joseph BeierDavis",9
"Joshua GusikowskiPacocha",6
"Randy KautzerKilback",5
"Frank SchimmelWisozk",4
"Ben KshlerinKautzer",5
"Derrick StromanStreich",2
"Ana BradtkeTowne",5
"Matt HoppeBrekke",3
"Debbie PagacFriesen",6
"Leland HudsonBailey",11
"Scott ParkerLockman",6
"Elizabeth WymanGislason",2
"Lee KuhicHamill",7
"Nina SchaeferRoob",7
"Clint MoenSpencer",10
"Tammy McCullough Jr.Shanahan",4
"Dr. Carrie DenesikDicki",4
"Irene Batz Jr.Cummings",12
"Shirley Koepp IGorczany",7
"Mr. Jay KertzmannWolf",8
"Kerry RoweLueilwitz",4
"Heather JenkinsRath",6
"Sylvia NolanJast",5
"Ted FritschOkuneva",6
"Kathleen FayFadel",6
"Olive NienowHand",7
"Diana ConroyTremblay",6
"Susie ToyStoltenberg",6
"Alonzo FerryMcKenzie",7
"Mr. Rodolfo CrooksWiza",8
"Helen LangoshMcLaughlin",6
"Mrs. Teresa SchambergerOndricka",3
"Mr. Lowell StokesPollich",7
"Latoya JacobsWard",5
"Mrs. Terrell McGlynnO'Kon",7
"Sally Lowe PhDAnkunding",6
"Kristina Bednar DDSStrosin",6
"Deanna HarveyRohan",5
"Johnny DuBuqueLakin",4
"Marco TorphyVeum",8
"Levi DonnellyHomenick",5
"Mrs. Tracy KuhnPrice",3
"Phil SchoenKiehn",6
"Alberto Larkin IVVon",4
"Vera PourosWiegand",5
"Jim HammesMiller",8
"Irvin GleasonSchmidt",4
"Miss Bernadette OkunevaHane",5
"Ann KleinGibson",6
"Ms. Jackie ThompsonMcClure",7
"Geraldine OkunevaHayes",3
"Heidi MacejkovicWolf",5
"Mrs. Jorge KlockoTorp",6
"Brooke HamillWilliamson",5
"Jan StrosinZemlak",4
"Ricky AuerBoyer",4
"Olga DoyleCronin",10
"Dr. Cameron TremblayMacGyver",5
"Mr. Troy LehnerZboncak",4
"Miss Lorene RogahnPagac",6
"Tabitha CummingsSauer",3
"Dr. Ruby JacobsonSchulist",7
"Sonja O'ConnellRogahn",8
"Leslie CronaBlick",5
"Jessie MorissetteJast",5
"Ms. Max HowellGoodwin",8
"Guadalupe DickensHauck",3
"Noel CristBruen",4
"Ronald OndrickaHarber",7
"Mrs. Sandy BrownTerry",9
"Cecil KubMohr",5
"Ken MarksRippin",7
"Dr. Roman StehrOrn",5
"Mabel RobelSchaefer",6
"Jonathan LindLakin",9
"Cornelius VonRueden ISchumm",7
"Perry ThompsonLakin",5
"Percy KeelingBuckridge",3
"Sean KossMurray",5
"Jeremiah JaskolskiHammes",5
"Dr. Calvin JastJenkins",9
"Marsha BernierRyan",6
"Stanley KiehnDaniel",5
"Conrad BergstromProsacco",3
"Lyle Schneider IVSchultz",8
"Darla MorissetteShields",7
"Ruth MarvinFisher",7
"Penny Legros MDFeest",2
"Joseph RitchieMcDermott",7
"Brent BraunThompson",6
"Ignacio CronaTremblay",11
"Jared RoweFeeney",9
"Cheryl ReynoldsHoeger",6
"Carlos GoldnerO'Connell",11
"Ramiro StantonBlick",6
"Yvette LittleVolkman",8
"Teresa RodriguezJohnston",4
"Betsy PacochaLeannon",4
"Cameron MarquardtCormier",9
"Dr. Theodore ArmstrongDoyle",7
"Dorothy McCulloughKlein",6
"Charlotte LemkeMoore",6
"Priscilla GerholdPrice",5
"Darrell HilllGaylord",4
"Miss Sharon TrantowKlein",7
"David BuckridgeKutch",7
"Salvador SpencerOrtiz",5
"Jackie HudsonO'Hara",7
"Claude BernierLarson",9
"Dr. Sherri BahringerSchiller",5
"Marcia ConnellyO'Reilly",5
"Bernadette SchmittMarks",6
"Mr. Hector FaheyKris",4
"Earl AbshireStamm",7
"Miss Georgia BeerStracke",5
"Frank HaagGraham",5
"Anna VonDoyle",11
"Miss Eugene ErdmanPfeffer",8
"Brent Hyatt MDWyman",8
"Kelvin BartonCorwin",3
"Lois BayerGreenholt",6
"Damon LakinBruen",6
"Rex HackettBogisich",9
"Agnes MaggioOsinski",6
"Alexandra ProsaccoBorer",6
"Ismael Hamill IIIMraz",14
"Pablo MoenOndricka",6
"Miss James BaumbachWeissnat",4
"Jamie RiceGaylord",9
"Juana RolfsonHyatt",8
"Marian MayertBogan",5
"Thomas RitchieBradtke",10
"Cesar QuigleyDare",9
"Cecil McDermottStamm",7
"Denise BoganWatsica",4
"Jackie Harber IIIGoodwin",7
"Jay LakinBorer",6
"Billy GrimesCrona",4
"Chad LehnerReinger",9
"Travis SchowalterBoehm",3
"Genevieve MosciskiAbshire",7
"Geoffrey CollierTremblay",5
"Lucia Moen DVMHauck",5
"Dr. Irving WisozkMcDermott",6
"Dr. Opal RyanOkuneva",4
"Lucy CummingsDibbert",9
"Pat SchroederBalistreri",5
"Lester BogisichPadberg",3
"Miss Jeremy TrompMann",4
"Cory HowellTerry",3
"Clara RitchieKunze",5
"Lucia McKenzieDurgan",5
"Clarence KirlinSchuppe",7
"Alfredo MorarSchroeder",3
"Brooke WalkerKling",2
"Chad BlandaHerzog",5
"Christopher WeberJohnson",6
"Mrs. Elias SchmelerRunolfsdottir",6
"Miss Barbara D'AmoreKonopelski",6
"Karen ChamplinLockman",11
"Erica DuBuqueSchowalter",6
"Melvin MillerSkiles",7
"Guadalupe D'AmoreSchaefer",7
"Tiffany ArmstrongFritsch",7
"Darrin Renner IILynch",7
"Philip Schulist DVMSauer",7
"Karen ToySchneider",4
"Christopher Spencer Sr.Funk",5
"Alexander SchoenMurazik",5
"Shelia RosenbaumBotsford",5
"Nicole SimonisLakin",4
"Shannon CroninKunde",4
"Miss Drew SchneiderGoldner",2
"Jonathon LindBosco",5
"Nadine BeerConn",8
"Valerie HauckFriesen",4
"Loren SchusterJones",6
"Jared McLaughlinMiller",8
"Mrs. Clayton BernhardPaucek",12
"Yvonne WalkerWiza",5
"Andrea NikolausLesch",4
"Adrienne WeissnatDaugherty",7
"Enrique Waters VRohan",5
"Tabitha SchadenRohan",5
"Gabriel SkilesMedhurst",6
"Miss Roxanne SchmelerTillman",5
"Kelly KuhicMacGyver",8
"Miss Nora FraneckiKulas",7
"Vera DeckowWiza",5
"Kristin BartolettiSchowalter",5
"Oscar WintheiserBernhard",5
"Edmond BernierBarton",6
"Aubrey WittingWelch",7
"Ms. Eileen PacochaMiller",7
"Sean WintheiserPacocha",5
"Shari StammRyan",5
"Mr. Casey MarvinMacejkovic",7
"Ashley KihnLeannon",5
"Brian CummerataFahey",9
"Antonia SauerParker",5
"Ms. Anita SchimmelFarrell",3
"Peter CummingsGleichner",5
"Miss Kendra TurcotteRunte",9
"Curtis RobelRice",5
"Ida NicolasCole",6
"Sylvester RohanD'Amore",6
"Stacey DareBorer",3
"Kerry HellerHaley",4
"Harvey WelchKling",3
"Miss Jasmine CristAltenwerth",5
"Ms. Hugo CronaKuphal",5
"Doris RyanKihn",4
"Lillian Stracke PhDHuels",4
"Tanya WizaJacobi",9
"Abraham Medhurst DDSSimonis",4
"Lela KutchWolf",6
"Dustin LindKrajcik",5
"Terrance KiehnHartmann",4
"Ms. Judith SauerHerzog",3
"Virginia Wisozk DDSRunolfsdottir",6
"Robin PagacGrimes",5
"Betty AnkundingTreutel",9
"Elsie WisozkDickens",7
"Hector BinsNolan",6
"Katherine HuelsWindler",6
"Kathryn HauckBednar",8
"Courtney DeckowKreiger",7
"Rogelio GreenHaley",9
"Roxanne Barrows PhDKuvalis",8
"Stacey EmardMonahan",6
"Javier AuerMohr",8
"Cory Roberts IRosenbaum",4
"Elsie OndrickaBraun",9
"Alice MillerLabadie",6
"Evelyn SchusterGrady",3
"Ellen CarrollSchamberger",6
"Miss Lorena KeeblerVolkman",7
"Ignacio StokesBode",7
"Virginia OndrickaPaucek",4
"Gertrude DibbertHuels",9
"Miss Lorenzo LangworthJaskolski",5
"Laurence BinsMcDermott",5
"Jennifer BreitenbergLemke",4
"Allan WintheiserBreitenberg",5
"Dr. Grant WhiteSchamberger",6
"Jackie KubLesch",8
"Myron GreenholtLynch",2
"Miss Sara HermannSawayn",6
"Miss Sam HyattMorar",4
"Faye Oberbrunner IVBogisich",7
"Jeanne AbernathyMills",9
"Reginald KlockoKris",6
"Cory Lind VDare",8
"Olivia LabadieReichert",5
"Dr. Stuart LegrosHarber",6
"June MertzStanton",6
"Mr. Pat KozeyCormier",4
"Kristi Hand DVMWard",6
"Kathryn Hermann IVRuecker",7
"Marlene ParisianToy",7
"Domingo KilbackUpton",9
"Alberto HandHane",5
"Percy ManteMarvin",9
"Tommy DavisOrtiz",8
"Henrietta MaggioMante",11
"Miss Irving FeestQuigley",5
"Terrell KozeyChristiansen",6
"Edwin McCulloughKlocko",9
"Eva KubLangosh",8
"Terrence MitchellNitzsche",6
"Courtney BruenTorp",7
"Henry ArmstrongAufderhar",5
"Ana KiehnSchuppe",7
"Lynette White DVMHahn",7
"Ms. Paul MoenLeuschke",6
"Regina FunkBeier",6
"Miriam MoenKovacek",8
"Marlon RohanFarrell",3
"Mindy NicolasHeaney",7
"Mrs. Ronald BartonGottlieb",7
"Mrs. Olga SimonisDurgan",6
"Wilson SauerStracke",3
"Michael JaskolskiRunolfsson",6
"Daisy McLaughlinOsinski",4
"Terrence DavisCassin",4
"Mindy RunolfssonHessel",4
"Dr. Donald HansenCollier",7
"Ms. Hugo HoegerKihn",9
"Emily KulasSchumm",7
"Mr. Penny KleinBernier",8
"Dr. Glenda HagenesKassulke",6
"Vicki LynchHauck",6
"Lorena HaleyArmstrong",5
"Adrienne Leffler PhDMacGyver",2
"Simon GoyetteLebsack",5
"Mable HettingerKeebler",8
"Jennifer KutchWalter",6
"Mr. Amos HermistonDoyle",7
"Ms. May ZulaufMedhurst",5
"Todd BoehmJakubowski",6
"Sabrina StrosinKuhlman",3
"Emma RippinBartoletti",6
"Dr. Billie FeestKirlin",6
"Latoya PredovicLesch",7
"Dana TremblayCummerata",6
"Miss Jerry RueckerMoen",4
"Mrs. Daryl SengerSchultz",10
"Willie MacejkovicMann",6
"Vera TrompUllrich",5
"Penny HilllCrooks",4
"Ryan StantonWalter",5
"Abel Bergstrom Jr.Bogisich",8
"Terry NikolausSwift",4
"Joseph Heller Sr.Ankunding",5
"Brandi RosenbaumHeller",8
"Gwen MonahanNienow",2
"Miss Joann ChamplinNienow",8
"Patti FunkWiegand",5
"Robyn CarrollProsacco",5
"Abel RiceLemke",5
"Erika WymanBruen",4
"Catherine Kovacek VHudson",8
"Miss Melinda MosciskiBerge",9
"Gail WardGoodwin",4
"Shirley ToyRuecker",4
"Jeanne Langworth IIPollich",4
"Robyn CruickshankBorer",8
"Samuel HagenesHeaney",5
"Ernest MitchellMurray",3
"Christy KihnLegros",5
"Maria Ullrich IVStrosin",4
"Jackie BradtkeBlick",7
"Stella KilbackOsinski",7
"Clay Torp Sr.Gleichner",8
"Mr. Claude ProsaccoBoehm",5
"Freda WiegandMarvin",6
"Emanuel HellerWaters",6
"Martha SchoenNitzsche",8
"Miss Vivian RunolfsdottirBins",6
"Stuart WeissnatPaucek",7
"Miranda HermanSmitham",1
"Wm StoltenbergVon",6
"Ginger BruenLeuschke",4
"Michele OndrickaMcClure",5
"Conrad WalshJaskolski",6
"Lucy JohnsSwaniawski",7
"Gail ErdmanLangosh",7
"Ms. Courtney DickiHudson",9
"Sonja RohanSmitham",4
"Michele KlockoHarvey",7
"Winston Dooley VGoodwin",4
"Cameron QuigleyHomenick",4
"Maxine ArmstrongPredovic",6
"Stanley KautzerFunk",9
"Ms. Jackie McGlynnMueller",4
"Peggy McKenzieMohr",6
"Pete HuelGerlach",3
"Ellen MitchellHerman",6
"Anne Hansen PhDGulgowski",7
"Dr. Billie RunteSchimmel",5
"Carole LeuschkeBradtke",6
"Bernard Heaney DDSStanton",7
"Mrs. Antoinette HerzogAnkunding",4
"Jesse DuBuqueSchoen",5
"Edwin EmmerichWhite",2
"Felix TrompWeissnat",4
"Perry OrtizJohnson",7
"Kristin ColeRunolfsdottir",10
"Raul SanfordHahn",5
"Juana GloverKuhic",4
"Lloyd PfefferBednar",8
"Aaron GleichnerLeffler",5
"Jane MacejkovicTurner",3
"Dr. Sean KovacekVon",5
"Salvatore KochSchimmel",5
"Archie KovacekSchroeder",4
"Leon Bins PhDHaley",9
"Dr. Christy ConroyLemke",5
"Mildred HeidenreichQuigley",7
"Cathy RomagueraWolf",5
"Pedro O'KeefeWhite",6
"Alberta UptonOrn",5
"Ryan BoscoBartell",4
"Bernadette KshlerinGreen",9
"Maryann MosciskiSchaefer",6
"Nancy Lind Jr.Mayer",5
"Howard Collins PhDBeatty",3
"Eula KlingWhite",5
"Bruce EbertBalistreri",7
"Jessie NaderRoberts",6
"Enrique ToyLueilwitz",9
"Eva BergeGibson",5
"Nellie VolkmanSchmitt",5
"Bennie KohlerMaggio",4
"Horace Gaylord IIDavis",9
"Theodore SchmittRomaguera",7
"Sergio HeidenreichChamplin",7
"Andy KeeblerReichel",6
"Gloria WelchSchiller",9
"Willie HamillLuettgen",9
"Ora CristJohnson",8
"Eduardo Cartwright PhDSkiles",7
"Trevor Schuster Jr.Beer",6
"Darnell ZulaufRohan",6
"Rudy LabadieOlson",7
"Darla BodeGreenholt",9
"Antonia O'KonHuel",2
"Jacob FerryNienow",3
"Loren ConnHilll",4
"Kent ShanahanEbert",4
"Jake TremblayBlick",5
"Darlene CreminWatsica",5
"Rex DietrichHoppe",5
"Mable Gottlieb IIThompson",2
"Renee FerryShields",8
"Amos O'HaraOkuneva",8
"Whitney ChamplinBalistreri",2
"Dominick EmmerichLegros",6
"Miss Lisa MurphyFeeney",8
"Nancy SchultzKertzmann",3
"Byron Heathcote IIIBeer",7
"Dennis GusikowskiRau",12
"Marjorie Upton IMuller",5
"Cedric RippinSawayn",9
"Jerald CollinsWunsch",4
"Lori BartonWuckert",2
"Roosevelt O'ConnellMurray",2
"Willard StehrHaag",7
"Julia StromanConnelly",7
"Roderick DibbertKessler",7
"Clara McKenzieBednar",3
"Colleen GloverWeissnat",7
"Glen TillmanJast",8
"Virgil WatersO'Keefe",4
"Patti HeidenreichRohan",3
"Miss Ken LueilwitzSchoen",4
"Susie DavisWatsica",5
"Kenneth SporerPaucek",6
"Louis Botsford MDWaters",6
"Timmy McClureLesch",7
"Emanuel RaynorBauch",4
"Sarah TremblayParker",7
"Lucia Durgan Jr.Marks",10
"Bert BartellMayert",6
"Robin HerzogDickens",11
"Blake FeeneyHagenes",9
"Lance MurazikTorphy",10
"Marshall KubMorar",3
"Alejandro BuckridgeMann",6
"Fred ThompsonStiedemann",3
"Christine CummingsLegros",5
"Sherri WeberVandervort",3
"Winifred BuckridgeRunolfsdottir",6
"Otis StrackeKulas",9
"Chris LeannonDenesik",5
"Viola SengerKlocko",7
"Merle LangworthChristiansen",9
"Marcella MarquardtSchultz",7
"Greg Rosenbaum PhDWilliamson",4
"Guadalupe FeilKonopelski",4
"Ernesto HilllSchiller",5
"Dexter WeissnatDach",5
"Lee GerholdO'Hara",8
"Danielle WalkerKassulke",5
"Rolando ToyConnelly",6
"Mandy ReichertHowell",6
"Lorenzo LuettgenSmith",7
"Audrey KingReinger",5
"Sean CruickshankKovacek",6
"Jodi OrtizSchowalter",4
"Ms. Jackie BogisichGreenholt",7
"Della SchadenSchuster",4
"Harry SchusterCummings",3
"Elsa RathDicki",5
"Sheri CrooksVandervort",5
"Theresa CruickshankBoyer",4
"Lorraine FramiNicolas",4
"Marc MoenConsidine",9
"Edmund BrakusAuer",9
"Lynne BaileyBechtelar",5
"Kathleen BruenTorphy",5
"Corey MorissetteLeffler",3
"Elsie DibbertRohan",3
"Noah Goldner VGrady",7
"Belinda DeckowWindler",10
"Tony LeschTremblay",7
"Marta O'KonHamill",4
"Cassandra WaelchiPowlowski",7
"Grace Thompson MDFeeney",5
"Kristine BruenBode",7
"Danny ReichertCruickshank",3
"Irene KuhicHessel",2
"Ramon Zulauf PhDRitchie",5
"Preston SanfordKautzer",5
"Mrs. Audrey KoelpinProsacco",7
"Pete ZiemannMante",2
"Kate FriesenHaag",6
"Jackie Hills Sr.Botsford",5
"Joan UllrichMayert",6
"Joanna OkunevaMacejkovic",7
"Bennie Berge IArmstrong",6
"Max Sanford VLind",4
"Jean Lubowitz IVGrant",5
"Gordon MorarKuvalis",4
"Nicholas HettingerSmith",7
"Delia FaheyHuel",7
"Spencer WeimannLindgren",8
"Mr. Al HilllEffertz",3
"Sherman HaneSkiles",4
"Javier ParkerAdams",5
"Edmond KovacekCronin",3
"Elmer HeaneyHansen",7
"Alyssa NolanBode",6
"Jaime YostLeuschke",8
"Darren Treutel VCole",9
"Eunice PriceMedhurst",8
"Toby HerzogRomaguera",6
"Dianna ZiemannBahringer",5
"Rodolfo MayerWisoky",5
"Marty SchambergerMacGyver",4
"Joan Runte IVSchulist",2
"Hubert OkunevaFahey",5
"Rose RatkePadberg",6
"Vanessa KlockoTremblay",5
"Daniel MarquardtStamm",6
"Mrs. Darryl RusselHaag",8
"Ricky SchoenLittel",13
"Francisco RoweO'Reilly",4
"Lillie BeierRomaguera",12
"Dr. Kay OberbrunnerGorczany",6
